id_order,order_date,id_customer,id_branch
119,3/2/2023,87,52819-283106
120,7/2/2023,303,29996-256330
121,16/2/2023,323,26227-243904
122,21/2/2023,25,21432-211884
123,8/2/2023,317,26451-230784
124,13/2/2023,268,60865-295235
125,12/2/2023,2,54300-286574
126,5/2/2023,398,17595-183724
127,20/2/2023,314,54150-286388
128,2/2/2023,438,33727-76860
129,15/2/2023,171,62544-297025
130,22/2/2023,274,21878-215724
131,23/2/2023,493,63198-297844
132,12/2/2023,68,50062-272467
133,13/2/2023,438,26559-244388
134,7/2/2023,50,52817-283108
135,4/2/2023,59,55426-289298
136,26/2/2023,431,33723-58139
137,24/2/2023,462,51670-278944
138,7/2/2023,463,33758-99602
139,11/2/2023,433,18782-188447
140,24/2/2023,414,18776-195209
141,25/2/2023,99,56031-289921
142,9/2/2023,474,13058-155768
143,27/2/2023,82,26558-244424
144,15/2/2023,199,32430-133730
145,20/2/2023,451,60170-294182
146,22/2/2023,241,24264-236806
147,20/2/2023,235,29995-256329
148,13/2/2023,319,33752-97121
149,14/2/2023,313,59043-293243
150,2/2/2023,410,52817-283108
151,13/2/2023,272,16496-171973
152,27/2/2023,495,57188-291257
153,3/2/2023,419,33742-95037
154,26/2/2023,453,55578-289323
155,26/2/2023,473,49376-268165
156,15/2/2023,209,18782-188447
157,26/2/2023,252,52316-281066
158,10/2/2023,60,26019-243024
159,17/2/2023,122,26228-243927
160,22/2/2023,169,59043-293243
161,8/2/2023,69,33749-96437
162,20/2/2023,394,33742-95037
163,20/2/2023,165,31556-115744
164,8/2/2023,322,59295-293528
165,21/2/2023,226,21111-209424
166,1/2/2023,221,9198-152606
167,19/2/2023,38,26451-230784
168,16/2/2023,329,33738-107023
169,23/2/2023,466,60020-294298
170,22/2/2023,458,29561-254287
171,20/2/2023,94,29561-254287
172,16/2/2023,435,32598-136501
173,17/2/2023,430,56031-289921
174,3/2/2023,233,33737-87883
175,17/2/2023,252,22137-218144
176,22/2/2023,178,55675-285763
177,13/2/2023,208,54072-286315
178,8/2/2023,20,55264-289129
179,13/2/2023,211,31556-115744
180,11/2/2023,481,20367-205084
181,19/2/2023,199,33710-13646
182,8/2/2023,127,54589-286835
183,16/2/2023,337,53795-286015
184,21/2/2023,433,1478-142236
185,6/2/2023,39,62544-297025
186,19/2/2023,185,32359-136499
187,10/2/2023,32,55675-285763
188,17/2/2023,381,54131-286391
189,11/2/2023,308,1477-140950
190,25/2/2023,94,27326-247165
191,12/2/2023,84,18782-188447
192,23/2/2023,101,49285-267764
193,4/2/2023,489,50101-272644
194,11/2/2023,13,12984-155644
195,5/2/2023,143,56130-290067
196,23/2/2023,337,29996-256330
197,25/2/2023,273,31109-103519
198,6/2/2023,386,48465-263245
199,14/2/2023,246,47521-249024
200,21/2/2023,225,29996-256330
201,23/2/2023,31,16866-169626
202,23/2/2023,433,50101-272644
203,25/2/2023,484,55675-285763
204,18/2/2023,101,29996-256330
205,5/2/2023,248,32431-134825
206,25/2/2023,488,55684-289539
207,19/2/2023,294,24264-236806
208,15/2/2023,119,56031-289921
209,5/2/2023,111,48751-264825
210,15/2/2023,495,23755-233148
211,14/2/2023,358,30941-103081
212,8/2/2023,231,33702-295613
213,7/2/2023,315,49914-271624
214,21/2/2023,196,58669-292939
215,3/2/2023,23,63201-297842
216,8/2/2023,487,53427-285587
217,22/2/2023,74,58668-292929
218,19/2/2023,44,33707-256557
219,22/2/2023,74,63049-297673
220,19/2/2023,107,28840-251144
221,12/2/2023,169,26559-244388
222,19/2/2023,445,30675-101029
223,2/2/2023,127,13180-154211
224,2/2/2023,282,52793-283105
225,8/2/2023,373,30942-103786
226,7/2/2023,371,59295-293528
227,4/2/2023,344,56130-290067
228,10/2/2023,118,22334-218964
229,4/2/2023,366,52817-283108
230,5/2/2023,217,56366-290242
231,15/2/2023,68,52792-282946
232,16/2/2023,280,66147-300652
233,7/2/2023,47,30919-103327
234,27/2/2023,91,52793-283105
235,19/2/2023,226,33737-87883
236,20/2/2023,64,54300-286574
237,17/2/2023,385,17595-183724
238,17/2/2023,208,64890-299121
239,15/2/2023,66,31909-124465
240,2/2/2023,404,31071-103785
241,9/2/2023,144,54296-286575
242,4/2/2023,306,17430-181871
243,7/2/2023,471,32430-133730
244,21/2/2023,191,59638-293877
245,12/2/2023,128,15289-156384
246,16/2/2023,85,24081-232246
247,21/2/2023,173,1959-143984
248,15/2/2023,260,1478-142236
249,9/2/2023,44,16540-168264
250,23/2/2023,109,61529-296030
251,16/2/2023,77,63201-297842
252,10/2/2023,285,47919-260264
253,24/2/2023,387,52772-282791
254,3/2/2023,245,33722-290042
255,26/2/2023,297,47429-258009
256,4/2/2023,295,18684-188446
257,1/2/2023,94,32430-133730
258,23/2/2023,350,30791-102083
259,23/2/2023,151,26558-244424
260,8/2/2023,248,58371-292546
261,14/2/2023,176,22137-218144
262,22/2/2023,348,21406-211888
263,20/2/2023,387,51674-278924
264,11/2/2023,327,32095-301952
265,3/2/2023,351,32038-129624
266,22/2/2023,168,29616-254324
267,1/2/2023,290,19175-188465
268,10/2/2023,259,26661-239307
269,7/2/2023,94,33730-78939
270,18/2/2023,335,60549-294852
271,9/2/2023,63,50094-272708
272,5/2/2023,227,15220-158906
273,6/2/2023,471,61303-295737
274,26/2/2023,43,32102-130344
275,26/2/2023,41,54300-286574
276,7/2/2023,380,65657-300136
277,7/2/2023,76,18294-188424
278,22/2/2023,255,21907-216326
279,13/2/2023,159,58396-292575
280,21/2/2023,392,55426-289298
281,12/2/2023,243,19002-191244
282,13/2/2023,228,51670-278944
283,25/2/2023,390,66543-301122
284,3/2/2023,99,21254-210349
285,24/2/2023,165,1135-152684
286,14/2/2023,315,32546-136497
287,11/2/2023,161,62894-297464
288,27/2/2023,243,25906-242707
289,13/2/2023,72,3154-296670
290,14/2/2023,31,57784-291908
291,18/2/2023,320,33721-44759
292,12/2/2023,371,57226-291279
293,20/2/2023,396,18782-188447
294,22/2/2023,108,56313-290069
295,7/2/2023,261,48634-259668
296,13/2/2023,444,20367-205084
297,24/2/2023,221,53429-285589
298,13/2/2023,82,33729-79003
299,4/2/2023,270,32431-134825
300,12/2/2023,345,22328-202165
301,16/2/2023,56,19002-191244
302,21/2/2023,452,58522-292723
303,27/2/2023,309,33716-33481
304,17/2/2023,178,54589-286835
305,12/2/2023,355,33705-12083
306,18/2/2023,124,2037-136505
307,4/2/2023,290,51605-278707
308,24/2/2023,237,26451-230784
309,9/2/2023,492,27424-247528
310,24/2/2023,38,48161-259669
311,17/2/2023,401,32022-129646
312,24/2/2023,37,16496-171973
313,8/2/2023,266,66848-301496
314,24/2/2023,315,55668-289580
315,2/2/2023,467,1526-135685
316,26/2/2023,153,55426-289298
317,11/2/2023,260,18046-188445
318,21/2/2023,360,24234-234344
319,7/2/2023,240,62544-297025
320,26/2/2023,69,18229-181873
321,8/2/2023,457,33719-238366
322,25/2/2023,42,66161-300650
323,18/2/2023,377,18432-188444
324,18/2/2023,405,1488-142949
325,25/2/2023,381,18782-188447
326,19/2/2023,296,32431-134825
327,11/2/2023,455,18046-188445
328,3/2/2023,399,53064-281374
329,12/2/2023,22,19971-188453
330,5/2/2023,36,33744-95479
331,9/2/2023,453,60865-295235
332,21/2/2023,453,66161-300650
333,27/2/2023,367,61303-295737
334,27/2/2023,125,58670-292928
335,21/2/2023,175,59295-293528
336,4/2/2023,326,1135-152684
337,5/2/2023,67,26661-239307
338,20/2/2023,390,51675-278965
339,12/2/2023,468,53427-285587
340,2/2/2023,254,32668-137246
341,14/2/2023,123,24447-237864
342,3/2/2023,45,22334-218964
343,17/2/2023,489,54792-288504
344,2/2/2023,133,52793-283105
345,11/2/2023,331,63210-297843
346,20/2/2023,206,53532-285712
347,10/2/2023,426,57222-291280
348,26/2/2023,249,52817-283108
349,20/2/2023,83,52794-283109
350,25/2/2023,285,22137-218144
351,9/2/2023,111,48465-263245
352,6/2/2023,66,20815-207466
353,20/2/2023,72,25152-239944
354,3/2/2023,348,32102-130344
355,13/2/2023,400,33724-54539
356,18/2/2023,144,31627-114005
357,21/2/2023,103,33713-146284
358,16/2/2023,40,63997-298702
359,4/2/2023,9,61996-296502
360,2/2/2023,22,31170-133731
361,12/2/2023,280,33753-97640
362,5/2/2023,63,26019-243024
363,13/2/2023,338,33761-285878
364,20/2/2023,169,56616-290396
365,1/2/2023,192,21813-215327
366,6/2/2023,260,31110-102325
367,2/2/2023,98,53249-284046
368,20/2/2023,415,27193-246870
369,2/2/2023,494,3155-145084
370,5/2/2023,194,30791-102083
371,20/2/2023,109,60865-295235
372,23/2/2023,172,33762-100218
373,16/2/2023,48,29996-256330
374,21/2/2023,183,26019-243024
375,17/2/2023,177,30797-100558
376,5/2/2023,85,49376-268165
377,19/2/2023,286,23817-233151
378,9/2/2023,227,32293-135684
379,6/2/2023,46,24447-237864
380,26/2/2023,261,52793-283105
381,2/2/2023,373,64890-299121
382,6/2/2023,49,13180-154211
383,10/2/2023,70,3152-136561
384,11/2/2023,483,33706-290534
385,18/2/2023,450,65471-299861
386,17/2/2023,386,52772-282791
387,24/2/2023,85,27193-246870
388,5/2/2023,34,27193-246870
389,12/2/2023,88,58396-292575
390,16/2/2023,353,18294-188424
391,4/2/2023,115,33754-97972
392,20/2/2023,50,15170-158244
393,6/2/2023,217,48239-254286
394,13/2/2023,176,57188-291257
395,23/2/2023,327,49914-271624
396,16/2/2023,275,33762-100218
397,13/2/2023,217,49914-271624
398,19/2/2023,281,58148-292274
399,14/2/2023,396,55675-285763
400,27/2/2023,418,49880-271224
401,24/2/2023,313,33723-58139
402,9/2/2023,260,54792-288504
403,2/2/2023,424,49376-268165
404,13/2/2023,443,9198-152606
405,6/2/2023,148,29925-255985
406,7/2/2023,47,23396-229764
407,7/2/2023,182,15495-157924
408,9/2/2023,41,63997-298702
409,16/2/2023,254,16496-171973
410,5/2/2023,83,33723-58139
411,25/2/2023,481,29613-254365
412,3/2/2023,206,28737-250875
413,18/2/2023,344,59595-293827
414,24/2/2023,394,24081-232246
415,7/2/2023,500,56638-290536
416,16/2/2023,32,25169-239488
417,21/2/2023,52,17595-183724
418,10/2/2023,314,33714-23207
419,16/2/2023,25,48733-264826
420,12/2/2023,275,33702-295613
421,15/2/2023,20,31820-123524
422,18/2/2023,10,59557-293767
423,27/2/2023,282,59694-293962
424,10/2/2023,374,60549-294852
425,21/2/2023,446,57077-291086
426,10/2/2023,128,51674-278924
427,14/2/2023,31,49285-267764
428,14/2/2023,131,53383-285565
429,12/2/2023,456,19175-188465
430,10/2/2023,146,33714-23207
431,22/2/2023,434,26450-240784
432,21/2/2023,270,33713-146284
433,22/2/2023,234,26558-244424
434,10/2/2023,395,25904-242706
435,15/2/2023,310,23755-233148
436,5/2/2023,423,31107-104476
437,2/2/2023,132,33756-98549
438,27/2/2023,304,26661-239307
439,13/2/2023,385,16147-153305
440,11/2/2023,20,23818-233150
441,3/2/2023,275,33708-197425
442,26/2/2023,321,26019-243024
443,24/2/2023,409,48239-254286
444,20/2/2023,439,63086-297570
445,19/2/2023,441,18229-181873
446,4/2/2023,194,30773-96577
447,17/2/2023,3,26661-239307
448,11/2/2023,85,59557-293767
449,11/2/2023,322,30818-102733
450,2/2/2023,277,19182-188449
451,5/2/2023,207,22328-202165
452,21/2/2023,166,15495-157924
453,6/2/2023,145,3152-136561
454,7/2/2023,378,20060-202665
455,25/2/2023,471,52356-281373
456,25/2/2023,442,49374-267968
457,11/2/2023,155,12984-155644
458,7/2/2023,14,30622-299178
459,10/2/2023,97,25741-242172
460,17/2/2023,382,65471-299861
461,15/2/2023,117,57077-291086
462,21/2/2023,120,33750-296321
463,17/2/2023,282,15495-157924
464,20/2/2023,290,63049-297673
465,15/2/2023,225,48634-259668
466,22/2/2023,121,50094-272708
467,8/2/2023,280,57975-292126
468,25/2/2023,378,31109-103519
469,24/2/2023,119,52794-283109
470,12/2/2023,200,52817-283108
471,22/2/2023,189,32102-130344
472,13/2/2023,240,16496-171973
473,16/2/2023,178,61916-296425
474,1/2/2023,302,21832-215326
475,25/2/2023,489,55675-285763
476,25/2/2023,29,56616-290396
477,25/2/2023,457,16681-168584
478,11/2/2023,500,21406-211888
479,5/2/2023,188,57876-292010
480,7/2/2023,116,30942-103786
481,25/2/2023,386,9198-152606
482,2/2/2023,331,16496-171973
483,18/2/2023,308,51670-278944
484,21/2/2023,39,29166-252506
485,12/2/2023,306,30797-100558
486,14/2/2023,77,61916-296425
487,27/2/2023,332,65729-299194
488,25/2/2023,260,61529-296030
489,16/2/2023,138,26661-239307
490,3/2/2023,165,23755-233148
491,11/2/2023,114,66848-301496
492,12/2/2023,237,21813-215327
493,25/2/2023,215,48751-264825
494,18/2/2023,96,31627-114005
495,21/2/2023,174,2046-141768
496,18/2/2023,3,26228-243927
497,22/2/2023,255,57557-291686
498,14/2/2023,27,25740-242173
499,4/2/2023,379,33756-98549
500,5/2/2023,493,47915-260265
501,24/2/2023,92,53627-282789
502,12/2/2023,384,50564-275104
503,12/2/2023,435,17012-169624
504,16/2/2023,143,25169-239488
505,4/2/2023,95,27192-246869
506,22/2/2023,182,33753-97640
507,22/2/2023,483,18775-255865
508,7/2/2023,73,16540-168264
509,23/2/2023,377,66147-300652
510,17/2/2023,445,49440-268886
511,14/2/2023,227,24447-237864
512,4/2/2023,233,1478-142236
513,12/2/2023,12,24146-235709
514,24/2/2023,201,32431-134825
515,16/2/2023,434,33754-97972
516,7/2/2023,19,20367-205084
517,25/2/2023,375,47713-259385
518,11/2/2023,383,32293-135684
519,20/2/2023,473,32103-131326
520,26/2/2023,87,18782-188447
521,1/2/2023,232,49285-267764
522,3/2/2023,297,48634-259668
523,1/2/2023,231,30916-102880
524,12/2/2023,77,18046-188445
525,12/2/2023,139,49375-268164
526,13/2/2023,160,57188-291257
527,13/2/2023,354,33764-100862
528,16/2/2023,162,33730-78939
529,23/2/2023,214,50062-272467
530,13/2/2023,307,28738-250876
531,13/2/2023,46,1135-152684
532,20/2/2023,170,18294-188424
533,23/2/2023,19,63956-298657
534,9/2/2023,299,49374-267968
535,17/2/2023,464,2046-141768
536,2/2/2023,391,33762-100218
537,11/2/2023,353,55683-289541
538,27/2/2023,193,19711-188452
539,13/2/2023,339,49914-271624
540,22/2/2023,87,21631-213624
541,21/2/2023,25,57078-291087
542,25/2/2023,250,31820-123524
543,16/2/2023,476,29925-255985
544,11/2/2023,46,29561-254287
545,3/2/2023,172,33743-95068
546,27/2/2023,42,32431-134825
547,21/2/2023,98,31820-123524
548,8/2/2023,489,23396-229764
549,25/2/2023,391,33744-95479
550,16/2/2023,437,25508-241152
551,19/2/2023,60,16681-168584
552,10/2/2023,312,54311-286586
553,4/2/2023,30,54790-288505
554,26/2/2023,436,56616-290396
555,20/2/2023,345,49285-267764
556,2/2/2023,334,15220-158906
557,1/2/2023,212,18684-188446
558,8/2/2023,413,61174-295560
559,15/2/2023,31,58669-292939
560,7/2/2023,297,30887-102551
561,13/2/2023,328,53429-285589
562,2/2/2023,67,25152-239944
563,9/2/2023,349,31110-102325
564,25/2/2023,289,28737-250875
565,27/2/2023,214,33719-238366
566,18/2/2023,218,31445-107044
567,24/2/2023,272,66543-301122
568,6/2/2023,298,66161-300650
569,24/2/2023,444,23755-233148
570,2/2/2023,294,29616-254324
571,4/2/2023,275,15220-158906
572,24/2/2023,209,33763-98009
573,9/2/2023,14,52818-283107
574,9/2/2023,370,18776-195209
575,3/2/2023,434,27192-246869
576,17/2/2023,146,52316-281066
577,3/2/2023,282,1478-142236
578,11/2/2023,226,31909-124465
579,22/2/2023,363,55578-289323
580,19/2/2023,316,47915-260265
581,11/2/2023,2,30916-102880
582,8/2/2023,122,47919-260264
583,27/2/2023,155,18782-188447
584,8/2/2023,321,48239-254286
585,10/2/2023,254,30675-101029
586,2/2/2023,244,26227-243904
587,2/2/2023,401,32668-137246
588,7/2/2023,343,51613-278946
589,8/2/2023,284,33750-296321
590,3/2/2023,102,49285-267764
591,20/2/2023,24,61916-296425
592,24/2/2023,444,33749-96437
593,17/2/2023,78,59694-293962
594,3/2/2023,211,33709-15178
595,8/2/2023,115,48634-259668
596,23/2/2023,197,60549-294852
597,12/2/2023,337,49018-266307
598,20/2/2023,354,21832-215326
599,24/2/2023,77,33742-95037
600,27/2/2023,462,63997-298702
601,14/2/2023,194,56131-290068
602,13/2/2023,289,56020-289543
603,26/2/2023,191,55601-289467
604,12/2/2023,161,26764-245184
605,2/2/2023,63,55682-289581
606,23/2/2023,389,49018-266307
607,6/2/2023,204,25508-241152
608,18/2/2023,306,29925-255985
609,2/2/2023,404,60453-294716
610,27/2/2023,154,18684-188446
611,13/2/2023,457,22137-218144
612,2/2/2023,438,54150-286388
613,11/2/2023,139,31109-103519
614,7/2/2023,7,27571-239306
615,14/2/2023,121,30714-101101
616,18/2/2023,454,1135-152684
617,22/2/2023,395,29616-254324
618,20/2/2023,294,58670-292928
619,8/2/2023,158,53383-285565
620,16/2/2023,245,33709-15178
621,8/2/2023,495,33730-78939
622,18/2/2023,376,51613-278946
623,20/2/2023,220,53249-284046
624,23/2/2023,91,12984-155644
625,2/2/2023,22,18229-181873
626,10/2/2023,337,33758-99602
627,24/2/2023,380,60020-294298
628,8/2/2023,204,30675-101029
629,16/2/2023,420,54150-286388
630,24/2/2023,378,33723-58139
631,16/2/2023,88,52819-283106
632,16/2/2023,325,66543-301122
633,21/2/2023,150,1135-152684
634,21/2/2023,214,63132-297747
635,14/2/2023,21,24235-220827
636,18/2/2023,357,56493-290439
637,27/2/2023,80,24235-220827
638,9/2/2023,180,58669-292939
639,12/2/2023,125,51605-278707
640,19/2/2023,197,15170-158244
641,17/2/2023,266,47919-260264
642,14/2/2023,276,31879-121687
643,25/2/2023,303,61996-296502
644,17/2/2023,33,29925-255985
645,1/2/2023,373,51675-278965
646,18/2/2023,290,49285-267764
647,1/2/2023,327,16681-168584
648,24/2/2023,446,30887-102551
649,15/2/2023,93,25679-241664
650,24/2/2023,369,30942-103786
651,13/2/2023,449,32598-136501
652,8/2/2023,113,21808-215325
653,26/2/2023,479,33737-87883
654,26/2/2023,202,49285-267764
655,18/2/2023,363,65502-299926
656,20/2/2023,244,31071-103785
657,9/2/2023,139,26449-236807
658,27/2/2023,458,1488-142949
659,24/2/2023,82,31579-113088
660,19/2/2023,318,53064-281374
661,9/2/2023,174,33710-13646
662,9/2/2023,227,33716-33481
663,6/2/2023,126,55578-289323
664,2/2/2023,16,32102-130344
665,12/2/2023,140,32359-136499
666,10/2/2023,468,12984-155644
667,15/2/2023,296,32668-137246
668,8/2/2023,371,54790-288505
669,27/2/2023,467,15495-157924
670,26/2/2023,312,53064-281374
671,24/2/2023,461,49620-270144
672,26/2/2023,489,33713-146284
673,25/2/2023,489,31627-114005
674,11/2/2023,73,56961-290944
675,2/2/2023,33,27424-247528
676,25/2/2023,195,63086-297570
677,12/2/2023,60,56131-290068
678,14/2/2023,181,31556-115744
679,13/2/2023,53,33724-54539
680,6/2/2023,49,31004-102326
681,13/2/2023,58,27571-239306
682,27/2/2023,67,21807-215328
683,17/2/2023,326,30768-100362
684,2/2/2023,78,30773-96577
685,8/2/2023,267,31071-103785
686,3/2/2023,24,60020-294298
687,19/2/2023,180,3152-136561
688,22/2/2023,431,19971-188453
689,20/2/2023,330,56616-290396
690,10/2/2023,113,63201-297842
691,27/2/2023,138,30622-299178
692,7/2/2023,57,54792-288504
693,11/2/2023,261,52794-283109
694,15/2/2023,211,26449-236807
695,3/2/2023,7,6144-297244
696,2/2/2023,320,59295-293528
697,8/2/2023,177,32668-137246
698,3/2/2023,238,33722-290042
699,23/2/2023,430,48733-264826
700,27/2/2023,311,30791-102083
701,10/2/2023,347,27916-248931
702,13/2/2023,277,33761-285878
703,19/2/2023,401,54073-286316
704,23/2/2023,290,29561-254287
705,16/2/2023,182,2037-136505
706,5/2/2023,114,21262-204773
707,16/2/2023,340,15610-163350
708,11/2/2023,347,27424-247528
709,7/2/2023,112,30773-96577
710,5/2/2023,248,57975-292126
711,12/2/2023,394,33737-87883
712,21/2/2023,14,33707-256557
713,20/2/2023,31,48751-264825
714,12/2/2023,353,47713-259385
715,24/2/2023,196,55426-289298
716,5/2/2023,408,59788-294170
717,26/2/2023,258,56493-290439
718,25/2/2023,239,30942-103786
719,6/2/2023,80,15170-158244
720,6/2/2023,273,29996-256330
721,12/2/2023,343,19971-188453
722,25/2/2023,438,33752-97121
723,16/2/2023,371,49880-271224
724,3/2/2023,306,63198-297844
725,5/2/2023,277,18525-188425
726,6/2/2023,240,30622-299178
727,15/2/2023,485,26558-244424
728,27/2/2023,114,58395-292576
729,7/2/2023,429,54589-286835
730,21/2/2023,205,56130-290067
731,6/2/2023,285,31627-114005
732,8/2/2023,102,53795-286015
733,24/2/2023,85,63049-297673
734,10/2/2023,117,1959-143984
735,13/2/2023,34,33754-97972
736,5/2/2023,484,49617-269864
737,3/2/2023,125,30726-101017
738,11/2/2023,480,15220-158906
739,20/2/2023,255,23396-229764
740,5/2/2023,167,31820-123524
741,19/2/2023,350,33715-29356
742,2/2/2023,129,23818-233150
743,15/2/2023,383,49617-269864
744,26/2/2023,182,57226-291279
745,25/2/2023,390,60389-294635
746,17/2/2023,382,25906-242707
747,11/2/2023,6,49880-271224
748,20/2/2023,323,32095-301952
749,26/2/2023,16,54309-286585
750,24/2/2023,416,20815-207466
751,1/2/2023,260,55264-289129
752,19/2/2023,99,33743-95068
753,7/2/2023,405,30797-100558
754,9/2/2023,334,32197-132684
755,23/2/2023,97,18684-188446
756,8/2/2023,118,30941-103081
757,3/2/2023,233,53429-285589
758,14/2/2023,51,29613-254365
759,25/2/2023,89,25679-241664
760,8/2/2023,233,54300-286574
761,15/2/2023,60,21808-215325
762,2/2/2023,193,55683-289541
763,10/2/2023,331,29616-254324
764,17/2/2023,495,25740-242173
765,5/2/2023,224,15337-156229
766,2/2/2023,454,27079-246487
767,8/2/2023,274,30942-103786
768,25/2/2023,129,19182-188449
769,3/2/2023,164,33717-30504
770,9/2/2023,179,49880-271224
771,15/2/2023,382,62970-297569
772,4/2/2023,369,25906-242707
773,25/2/2023,121,54790-288505
774,19/2/2023,380,63201-297842
775,17/2/2023,464,1488-142949
776,9/2/2023,437,58395-292576
777,25/2/2023,459,24264-236806
778,4/2/2023,491,51605-278707
779,13/2/2023,321,53383-285565
780,15/2/2023,161,21432-211884
781,17/2/2023,199,19971-188453
782,15/2/2023,233,16866-169626
783,2/2/2023,7,53795-286015
784,14/2/2023,133,21807-215328
785,13/2/2023,155,33705-12083
786,18/2/2023,135,1478-142236
787,26/2/2023,229,32430-133730
788,23/2/2023,464,50564-275104
789,20/2/2023,218,27424-247528
790,5/2/2023,385,2037-136505
791,25/2/2023,204,47429-258009
792,22/2/2023,198,29994-256184
793,19/2/2023,377,33754-97972
794,13/2/2023,157,32431-134825
795,2/2/2023,263,63956-298657
796,3/2/2023,86,18046-188445
797,8/2/2023,377,31556-115744
798,27/2/2023,320,30819-102783
799,14/2/2023,435,62894-297464
800,5/2/2023,316,20245-200745
801,11/2/2023,90,33742-95037
802,10/2/2023,84,33715-29356
803,26/2/2023,104,48634-259668
804,13/2/2023,198,63997-298702
805,21/2/2023,430,33707-256557
806,7/2/2023,228,55429-289299
807,26/2/2023,454,33714-23207
808,24/2/2023,398,24264-236806
809,7/2/2023,98,54150-286388
810,23/2/2023,193,57220-291274
811,21/2/2023,482,16866-169626
812,13/2/2023,8,20245-200745
813,5/2/2023,298,31071-103785
814,7/2/2023,417,33715-29356
815,8/2/2023,460,29615-254364
816,27/2/2023,454,63997-298702
817,1/2/2023,149,19711-188452
818,27/2/2023,94,25508-241152
819,14/2/2023,193,21254-210349
820,13/2/2023,18,64890-299121
821,1/2/2023,342,29561-254287
