id_branch,id_ingredient,quantity
33702-295613,18,167
33702-295613,19,181
33702-295613,20,246
33702-295613,21,51
33702-295613,22,108
33702-295613,23,246
33702-295613,24,60
33702-295613,25,106
33702-295613,26,239
56487-290438,1,231
56487-290438,2,187
56487-290438,3,282
56487-290438,4,254
56487-290438,5,284
56487-290438,6,187
56487-290438,7,132
56487-290438,8,224
56487-290438,9,142
56487-290438,10,47
56487-290438,11,257
56487-290438,12,236
56487-290438,13,254
56487-290438,14,294
56487-290438,15,42
56487-290438,16,240
56487-290438,17,32
56487-290438,18,295
56487-290438,19,256
56487-290438,20,167
56487-290438,21,143
56487-290438,22,184
56487-290438,23,262
56487-290438,24,15
56487-290438,25,237
56487-290438,26,159
58668-292929,1,135
58668-292929,2,60
58668-292929,3,49
58668-292929,4,164
58668-292929,5,285
58668-292929,6,30
58668-292929,7,99
58668-292929,8,145
58668-292929,9,173
58668-292929,10,193
58668-292929,11,18
58668-292929,12,35
58668-292929,13,143
58668-292929,14,257
58668-292929,15,128
58668-292929,16,46
58668-292929,17,132
58668-292929,18,267
58668-292929,19,180
58668-292929,20,289
58668-292929,21,203
58668-292929,22,149
58668-292929,23,150
58668-292929,24,86
58668-292929,25,39
58668-292929,26,58
49374-267968,1,20
49374-267968,2,198
49374-267968,3,267
49374-267968,4,180
49374-267968,5,219
49374-267968,6,268
49374-267968,7,45
49374-267968,8,104
49374-267968,9,183
49374-267968,10,89
49374-267968,11,197
49374-267968,12,199
49374-267968,13,31
49374-267968,14,186
49374-267968,15,100
49374-267968,16,105
49374-267968,17,170
49374-267968,18,195
49374-267968,19,126
49374-267968,20,163
49374-267968,21,238
49374-267968,22,192
49374-267968,23,105
49374-267968,24,236
49374-267968,25,168
49374-267968,26,214
56031-289921,1,97
56031-289921,2,27
56031-289921,3,27
56031-289921,4,42
56031-289921,5,272
56031-289921,6,64
56031-289921,7,184
56031-289921,8,258
56031-289921,9,124
56031-289921,10,106
56031-289921,11,73
56031-289921,12,41
56031-289921,13,231
56031-289921,14,64
56031-289921,15,175
56031-289921,16,137
56031-289921,17,272
56031-289921,18,195
56031-289921,19,32
56031-289921,20,154
56031-289921,21,156
56031-289921,22,262
56031-289921,23,208
56031-289921,24,284
56031-289921,25,119
56031-289921,26,141
1477-140950,1,272
1477-140950,2,19
1477-140950,3,102
1477-140950,4,147
1477-140950,5,83
1477-140950,6,257
1477-140950,7,274
1477-140950,8,115
1477-140950,9,111
1477-140950,10,44
1477-140950,11,192
1477-140950,12,230
1477-140950,13,257
1477-140950,14,176
1477-140950,15,46
1477-140950,16,255
1477-140950,17,46
1477-140950,18,194
1477-140950,19,25
1477-140950,20,300
1477-140950,21,150
1477-140950,22,255
1477-140950,23,193
1477-140950,24,113
1477-140950,25,43
1477-140950,26,16
32038-129624,1,195
32038-129624,2,66
32038-129624,3,110
32038-129624,4,154
32038-129624,5,169
32038-129624,6,48
32038-129624,7,171
32038-129624,8,287
32038-129624,9,122
32038-129624,10,183
32038-129624,11,143
32038-129624,12,91
32038-129624,13,107
32038-129624,14,33
32038-129624,15,78
32038-129624,16,63
32038-129624,17,156
32038-129624,18,257
32038-129624,19,57
32038-129624,20,238
32038-129624,21,232
32038-129624,22,89
32038-129624,23,248
32038-129624,24,101
32038-129624,25,63
32038-129624,26,284
56943-290943,1,111
56943-290943,2,103
56943-290943,3,190
56943-290943,4,174
56943-290943,5,221
56943-290943,6,27
56943-290943,7,85
56943-290943,8,156
56943-290943,9,136
56943-290943,10,219
56943-290943,11,185
56943-290943,12,164
56943-290943,13,61
56943-290943,14,22
56943-290943,15,169
56943-290943,16,244
56943-290943,17,84
56943-290943,18,239
56943-290943,19,47
56943-290943,20,222
56943-290943,21,51
56943-290943,22,172
56943-290943,23,175
56943-290943,24,208
56943-290943,25,164
56943-290943,26,86
66543-301122,1,43
66543-301122,2,242
66543-301122,3,47
66543-301122,4,155
66543-301122,5,190
66543-301122,6,61
66543-301122,7,221
66543-301122,8,247
66543-301122,9,67
66543-301122,10,38
66543-301122,11,19
66543-301122,12,70
66543-301122,13,15
66543-301122,14,68
66543-301122,15,17
66543-301122,16,175
66543-301122,17,47
66543-301122,18,140
66543-301122,19,245
66543-301122,20,37
66543-301122,21,25
66543-301122,22,15
66543-301122,23,170
66543-301122,24,205
66543-301122,25,201
66543-301122,26,221
23396-229764,1,292
23396-229764,2,100
23396-229764,3,45
23396-229764,4,39
23396-229764,5,79
23396-229764,6,46
23396-229764,7,73
23396-229764,8,256
23396-229764,9,124
23396-229764,10,247
23396-229764,11,199
23396-229764,12,64
23396-229764,13,75
23396-229764,14,271
23396-229764,15,147
23396-229764,16,256
23396-229764,17,45
23396-229764,18,152
23396-229764,19,243
23396-229764,20,104
23396-229764,21,275
23396-229764,22,259
23396-229764,23,87
23396-229764,24,133
23396-229764,25,84
23396-229764,26,53
48733-264826,1,290
48733-264826,2,90
48733-264826,3,56
48733-264826,4,191
48733-264826,5,77
48733-264826,6,222
48733-264826,7,37
48733-264826,8,103
48733-264826,9,294
48733-264826,10,245
48733-264826,11,113
48733-264826,12,135
48733-264826,13,155
48733-264826,14,200
48733-264826,15,69
48733-264826,16,121
48733-264826,17,221
48733-264826,18,194
48733-264826,19,215
48733-264826,20,122
48733-264826,21,87
48733-264826,22,262
48733-264826,23,190
48733-264826,24,218
48733-264826,25,208
48733-264826,26,234
55675-285763,1,87
55675-285763,2,275
55675-285763,3,175
55675-285763,4,162
55675-285763,5,29
55675-285763,6,143
55675-285763,7,99
55675-285763,8,136
55675-285763,9,220
55675-285763,10,39
55675-285763,11,120
55675-285763,12,18
55675-285763,13,40
55675-285763,14,114
55675-285763,15,197
55675-285763,16,249
55675-285763,17,52
55675-285763,18,268
55675-285763,19,228
55675-285763,20,52
55675-285763,21,54
55675-285763,22,138
55675-285763,23,208
55675-285763,24,240
55675-285763,25,212
55675-285763,26,193
50094-272708,1,195
50094-272708,2,197
50094-272708,3,163
50094-272708,4,162
50094-272708,5,208
50094-272708,6,201
50094-272708,7,287
50094-272708,8,294
50094-272708,9,126
50094-272708,10,191
50094-272708,11,87
50094-272708,12,244
50094-272708,13,116
50094-272708,14,244
50094-272708,15,231
50094-272708,16,82
50094-272708,17,265
50094-272708,18,281
50094-272708,19,216
50094-272708,20,243
50094-272708,21,158
50094-272708,22,195
50094-272708,23,172
50094-272708,24,105
50094-272708,25,91
50094-272708,26,32
48751-264825,1,66
48751-264825,2,124
48751-264825,3,171
48751-264825,4,19
48751-264825,5,231
48751-264825,6,196
48751-264825,7,207
48751-264825,8,157
48751-264825,9,79
48751-264825,10,185
48751-264825,11,158
48751-264825,12,266
48751-264825,13,123
48751-264825,14,123
48751-264825,15,49
48751-264825,16,279
48751-264825,17,278
48751-264825,18,265
48751-264825,19,273
48751-264825,20,257
48751-264825,21,82
48751-264825,22,289
48751-264825,23,253
48751-264825,24,158
48751-264825,25,157
48751-264825,26,38
55682-289581,1,25
55682-289581,2,256
55682-289581,3,193
55682-289581,4,25
55682-289581,5,191
55682-289581,6,19
55682-289581,7,282
55682-289581,8,132
55682-289581,9,15
55682-289581,10,129
55682-289581,11,272
55682-289581,12,134
55682-289581,13,221
55682-289581,14,289
55682-289581,15,205
55682-289581,16,66
55682-289581,17,84
55682-289581,18,85
55682-289581,19,243
55682-289581,20,28
55682-289581,21,30
55682-289581,22,193
55682-289581,23,279
55682-289581,24,115
55682-289581,25,113
55682-289581,26,25
27079-246487,1,195
27079-246487,2,123
27079-246487,3,230
27079-246487,4,211
27079-246487,5,159
27079-246487,6,161
27079-246487,7,24
27079-246487,8,260
27079-246487,9,285
27079-246487,10,279
27079-246487,11,283
27079-246487,12,74
27079-246487,13,262
27079-246487,14,108
27079-246487,15,99
27079-246487,16,297
27079-246487,17,102
27079-246487,18,187
27079-246487,19,211
27079-246487,20,141
27079-246487,21,17
27079-246487,22,34
27079-246487,23,257
27079-246487,24,108
27079-246487,25,287
27079-246487,26,154
53795-286015,1,121
53795-286015,2,278
53795-286015,3,77
53795-286015,4,259
53795-286015,5,85
53795-286015,6,74
53795-286015,7,154
53795-286015,8,92
53795-286015,9,110
53795-286015,10,233
53795-286015,11,135
53795-286015,12,32
53795-286015,13,229
53795-286015,14,49
53795-286015,15,99
53795-286015,16,129
53795-286015,17,120
53795-286015,18,195
53795-286015,19,279
53795-286015,20,225
53795-286015,21,232
53795-286015,22,27
53795-286015,23,228
53795-286015,24,23
53795-286015,25,211
53795-286015,26,290
1967-136510,1,207
1967-136510,2,175
1967-136510,3,159
1967-136510,4,110
1967-136510,5,102
1967-136510,6,299
1967-136510,7,123
1967-136510,8,134
1967-136510,9,67
1967-136510,10,22
1967-136510,11,118
1967-136510,12,274
1967-136510,13,45
1967-136510,14,204
1967-136510,15,94
1967-136510,16,219
1967-136510,17,109
1967-136510,18,193
1967-136510,19,254
1967-136510,20,218
1967-136510,21,279
1967-136510,22,295
1967-136510,23,287
1967-136510,24,267
1967-136510,25,52
1967-136510,26,208
32022-129646,1,15
32022-129646,2,120
32022-129646,3,183
32022-129646,4,169
32022-129646,5,30
32022-129646,6,217
32022-129646,7,60
32022-129646,8,78
32022-129646,9,274
32022-129646,10,89
32022-129646,11,19
32022-129646,12,200
32022-129646,13,294
32022-129646,14,72
32022-129646,15,36
32022-129646,16,281
32022-129646,17,128
32022-129646,18,136
32022-129646,19,265
32022-129646,20,159
32022-129646,21,193
32022-129646,22,255
32022-129646,23,164
32022-129646,24,131
32022-129646,25,272
32022-129646,26,144
