id_branch,id_ingredient,quantity
48161-259669,21,174
48161-259669,22,258
48161-259669,23,190
48161-259669,24,221
48161-259669,25,121
48161-259669,26,250
30887-102551,1,235
30887-102551,2,163
30887-102551,3,198
30887-102551,4,97
30887-102551,5,200
30887-102551,6,221
30887-102551,7,161
30887-102551,8,265
30887-102551,9,137
30887-102551,10,77
30887-102551,11,67
30887-102551,12,252
30887-102551,13,282
30887-102551,14,250
30887-102551,15,37
30887-102551,16,64
30887-102551,17,38
30887-102551,18,251
30887-102551,19,15
30887-102551,20,198
30887-102551,21,135
30887-102551,22,268
30887-102551,23,65
30887-102551,24,20
30887-102551,25,155
30887-102551,26,256
33723-58139,1,121
33723-58139,2,210
33723-58139,3,116
33723-58139,4,266
33723-58139,5,38
33723-58139,6,178
33723-58139,7,284
33723-58139,8,250
33723-58139,9,183
33723-58139,10,22
33723-58139,11,15
33723-58139,12,135
33723-58139,13,262
33723-58139,14,33
33723-58139,15,32
33723-58139,16,243
33723-58139,17,247
33723-58139,18,300
33723-58139,19,251
33723-58139,20,189
33723-58139,21,238
33723-58139,22,25
33723-58139,23,218
33723-58139,24,121
33723-58139,25,230
33723-58139,26,194
30791-102083,1,167
30791-102083,2,230
30791-102083,3,276
30791-102083,4,156
30791-102083,5,43
30791-102083,6,286
30791-102083,7,179
30791-102083,8,128
30791-102083,9,204
30791-102083,10,229
30791-102083,11,67
30791-102083,12,187
30791-102083,13,56
30791-102083,14,48
30791-102083,15,63
30791-102083,16,287
30791-102083,17,62
30791-102083,18,270
30791-102083,19,190
30791-102083,20,153
30791-102083,21,282
30791-102083,22,143
30791-102083,23,293
30791-102083,24,252
30791-102083,25,99
30791-102083,26,240
21903-216325,1,217
21903-216325,2,76
21903-216325,3,76
21903-216325,4,240
21903-216325,5,43
21903-216325,6,215
21903-216325,7,30
21903-216325,8,299
21903-216325,9,127
21903-216325,10,289
21903-216325,11,248
21903-216325,12,72
21903-216325,13,258
21903-216325,14,286
21903-216325,15,35
21903-216325,16,164
21903-216325,17,132
21903-216325,18,219
21903-216325,19,90
21903-216325,20,186
21903-216325,21,214
21903-216325,22,29
21903-216325,23,209
21903-216325,24,39
21903-216325,25,110
21903-216325,26,211
20245-200745,1,18
20245-200745,2,131
20245-200745,3,68
20245-200745,4,22
20245-200745,5,268
20245-200745,6,294
20245-200745,7,153
20245-200745,8,288
20245-200745,9,149
20245-200745,10,188
20245-200745,11,290
20245-200745,12,63
20245-200745,13,187
20245-200745,14,34
20245-200745,15,249
20245-200745,16,179
20245-200745,17,223
20245-200745,18,130
20245-200745,19,204
20245-200745,20,23
20245-200745,21,177
20245-200745,22,62
20245-200745,23,297
20245-200745,24,67
20245-200745,25,294
20245-200745,26,290
54073-286316,1,239
54073-286316,2,273
54073-286316,3,105
54073-286316,4,63
54073-286316,5,148
54073-286316,6,68
54073-286316,7,286
54073-286316,8,229
54073-286316,9,146
54073-286316,10,152
54073-286316,11,124
54073-286316,12,271
54073-286316,13,49
54073-286316,14,293
54073-286316,15,45
54073-286316,16,209
54073-286316,17,107
54073-286316,18,242
54073-286316,19,293
54073-286316,20,81
54073-286316,21,266
54073-286316,22,183
54073-286316,23,152
54073-286316,24,121
54073-286316,25,120
54073-286316,26,92
27916-248931,1,147
27916-248931,2,195
27916-248931,3,292
27916-248931,4,194
27916-248931,5,167
27916-248931,6,37
27916-248931,7,174
27916-248931,8,173
27916-248931,9,21
27916-248931,10,99
27916-248931,11,155
27916-248931,12,178
27916-248931,13,269
27916-248931,14,75
27916-248931,15,281
27916-248931,16,75
27916-248931,17,154
27916-248931,18,189
27916-248931,19,162
27916-248931,20,91
27916-248931,21,105
27916-248931,22,265
27916-248931,23,220
27916-248931,24,233
27916-248931,25,29
27916-248931,26,276
50564-275104,1,29
50564-275104,2,257
50564-275104,3,86
50564-275104,4,198
50564-275104,5,198
50564-275104,6,245
50564-275104,7,153
50564-275104,8,18
50564-275104,9,144
50564-275104,10,209
50564-275104,11,131
50564-275104,12,199
50564-275104,13,197
50564-275104,14,27
50564-275104,15,260
50564-275104,16,34
50564-275104,17,50
50564-275104,18,42
50564-275104,19,235
50564-275104,20,133
50564-275104,21,92
50564-275104,22,82
50564-275104,23,256
50564-275104,24,115
50564-275104,25,211
50564-275104,26,291
18432-188444,1,52
18432-188444,2,217
18432-188444,3,108
18432-188444,4,246
18432-188444,5,53
18432-188444,6,221
18432-188444,7,276
18432-188444,8,83
18432-188444,9,86
18432-188444,10,169
18432-188444,11,176
18432-188444,12,109
18432-188444,13,278
18432-188444,14,135
18432-188444,15,169
18432-188444,16,213
18432-188444,17,214
18432-188444,18,261
18432-188444,19,95
18432-188444,20,212
18432-188444,21,97
18432-188444,22,250
18432-188444,23,262
18432-188444,24,237
18432-188444,25,79
18432-188444,26,132
30797-100558,1,71
30797-100558,2,242
30797-100558,3,218
30797-100558,4,210
30797-100558,5,79
30797-100558,6,220
30797-100558,7,174
30797-100558,8,94
30797-100558,9,52
30797-100558,10,84
30797-100558,11,68
30797-100558,12,155
30797-100558,13,223
30797-100558,14,35
30797-100558,15,118
30797-100558,16,88
30797-100558,17,40
30797-100558,18,155
30797-100558,19,22
30797-100558,20,39
30797-100558,21,45
30797-100558,22,126
30797-100558,23,113
30797-100558,24,247
30797-100558,25,183
30797-100558,26,21
28738-250876,1,27
28738-250876,2,283
28738-250876,3,100
28738-250876,4,180
28738-250876,5,255
28738-250876,6,106
28738-250876,7,163
28738-250876,8,215
28738-250876,9,123
28738-250876,10,210
28738-250876,11,162
28738-250876,12,174
28738-250876,13,142
28738-250876,14,213
28738-250876,15,269
28738-250876,16,26
28738-250876,17,79
28738-250876,18,166
28738-250876,19,100
28738-250876,20,102
28738-250876,21,46
28738-250876,22,292
28738-250876,23,194
28738-250876,24,174
28738-250876,25,146
28738-250876,26,77
52316-281066,1,221
52316-281066,2,123
52316-281066,3,50
52316-281066,4,287
52316-281066,5,297
52316-281066,6,204
52316-281066,7,52
52316-281066,8,222
52316-281066,9,232
52316-281066,10,275
52316-281066,11,183
52316-281066,12,51
52316-281066,13,124
52316-281066,14,248
52316-281066,15,122
52316-281066,16,222
52316-281066,17,290
52316-281066,18,88
52316-281066,19,202
52316-281066,20,274
52316-281066,21,170
52316-281066,22,287
52316-281066,23,165
52316-281066,24,211
52316-281066,25,153
52316-281066,26,261
60453-294716,1,55
60453-294716,2,239
60453-294716,3,84
60453-294716,4,265
60453-294716,5,85
60453-294716,6,208
60453-294716,7,257
60453-294716,8,188
60453-294716,9,129
60453-294716,10,141
60453-294716,11,299
60453-294716,12,218
60453-294716,13,24
60453-294716,14,283
60453-294716,15,279
60453-294716,16,29
60453-294716,17,144
60453-294716,18,32
60453-294716,19,167
60453-294716,20,50
60453-294716,21,211
60453-294716,22,105
60453-294716,23,276
60453-294716,24,92
60453-294716,25,165
60453-294716,26,162
60020-294298,1,158
60020-294298,2,297
60020-294298,3,42
60020-294298,4,126
60020-294298,5,279
60020-294298,6,120
60020-294298,7,81
60020-294298,8,119
60020-294298,9,95
60020-294298,10,155
60020-294298,11,225
60020-294298,12,223
60020-294298,13,91
60020-294298,14,300
60020-294298,15,168
60020-294298,16,121
60020-294298,17,79
60020-294298,18,146
60020-294298,19,168
60020-294298,20,228
60020-294298,21,161
60020-294298,22,241
60020-294298,23,172
60020-294298,24,175
60020-294298,25,93
60020-294298,26,25
63956-298657,1,183
63956-298657,2,270
63956-298657,3,286
63956-298657,4,249
63956-298657,5,24
63956-298657,6,31
63956-298657,7,31
63956-298657,8,195
63956-298657,9,122
63956-298657,10,185
63956-298657,11,109
63956-298657,12,190
63956-298657,13,169
63956-298657,14,160
63956-298657,15,196
63956-298657,16,261
63956-298657,17,166
63956-298657,18,18
63956-298657,19,141
63956-298657,20,139
63956-298657,21,153
63956-298657,22,180
63956-298657,23,245
63956-298657,24,77
63956-298657,25,87
63956-298657,26,116
56130-290067,1,77
56130-290067,2,276
56130-290067,3,196
56130-290067,4,143
56130-290067,5,255
56130-290067,6,144
56130-290067,7,223
56130-290067,8,23
56130-290067,9,90
56130-290067,10,198
56130-290067,11,144
56130-290067,12,17
56130-290067,13,116
56130-290067,14,156
56130-290067,15,253
56130-290067,16,197
56130-290067,17,110
56130-290067,18,191
56130-290067,19,259
56130-290067,20,216
56130-290067,21,189
56130-290067,22,257
56130-290067,23,281
56130-290067,24,21
56130-290067,25,56
56130-290067,26,18
47919-260264,1,141
47919-260264,2,217
47919-260264,3,18
47919-260264,4,124
47919-260264,5,202
47919-260264,6,199
47919-260264,7,211
47919-260264,8,287
47919-260264,9,22
47919-260264,10,179
47919-260264,11,167
47919-260264,12,243
47919-260264,13,74
47919-260264,14,52
47919-260264,15,63
47919-260264,16,282
47919-260264,17,194
47919-260264,18,95
47919-260264,19,111
47919-260264,20,167
47919-260264,21,131
47919-260264,22,90
47919-260264,23,102
47919-260264,24,26
47919-260264,25,183
47919-260264,26,201
57222-291280,1,102
57222-291280,2,196
57222-291280,3,241
57222-291280,4,32
57222-291280,5,195
57222-291280,6,191
57222-291280,7,189
57222-291280,8,284
57222-291280,9,104
57222-291280,10,70
57222-291280,11,300
57222-291280,12,183
57222-291280,13,45
57222-291280,14,55
57222-291280,15,275
57222-291280,16,32
57222-291280,17,56
57222-291280,18,250
57222-291280,19,259
57222-291280,20,23
57222-291280,21,120
57222-291280,22,286
57222-291280,23,40
57222-291280,24,17
57222-291280,25,131
57222-291280,26,158
20815-207466,1,109
20815-207466,2,207
20815-207466,3,184
20815-207466,4,126
20815-207466,5,156
20815-207466,6,182
20815-207466,7,117
20815-207466,8,206
20815-207466,9,206
20815-207466,10,95
20815-207466,11,162
20815-207466,12,299
20815-207466,13,144
20815-207466,14,236
20815-207466,15,299
20815-207466,16,112
20815-207466,17,107
20815-207466,18,116
20815-207466,19,266
20815-207466,20,175
20815-207466,21,138
20815-207466,22,68
20815-207466,23,196
20815-207466,24,270
20815-207466,25,22
20815-207466,26,170
27326-247165,1,200
27326-247165,2,202
27326-247165,3,236
27326-247165,4,212
27326-247165,5,178
27326-247165,6,227
27326-247165,7,152
27326-247165,8,43
27326-247165,9,172
27326-247165,10,50
27326-247165,11,75
27326-247165,12,194
27326-247165,13,162
27326-247165,14,243
27326-247165,15,274
27326-247165,16,223
27326-247165,17,59
27326-247165,18,258
27326-247165,19,234
27326-247165,20,15
27326-247165,21,42
27326-247165,22,276
27326-247165,23,137
27326-247165,24,101
27326-247165,25,28
27326-247165,26,51
33752-97121,1,277
33752-97121,2,153
33752-97121,3,169
33752-97121,4,281
33752-97121,5,107
33752-97121,6,252
33752-97121,7,144
33752-97121,8,59
33752-97121,9,166
33752-97121,10,193
33752-97121,11,271
33752-97121,12,215
33752-97121,13,95
33752-97121,14,78
33752-97121,15,296
33752-97121,16,199
33752-97121,17,184
33752-97121,18,228
33752-97121,19,176
33752-97121,20,188
33752-97121,21,156
33752-97121,22,184
33752-97121,23,148
33752-97121,24,207
33752-97121,25,101
33752-97121,26,86
30941-103081,1,231
30941-103081,2,51
30941-103081,3,150
30941-103081,4,77
30941-103081,5,193
30941-103081,6,58
30941-103081,7,243
30941-103081,8,40
30941-103081,9,242
30941-103081,10,80
30941-103081,11,80
30941-103081,12,64
30941-103081,13,97
30941-103081,14,105
30941-103081,15,165
30941-103081,16,114
30941-103081,17,204
30941-103081,18,61
30941-103081,19,69
30941-103081,20,27
30941-103081,21,22
30941-103081,22,142
30941-103081,23,134
30941-103081,24,205
30941-103081,25,227
30941-103081,26,233
47713-259385,1,35
47713-259385,2,300
47713-259385,3,270
47713-259385,4,122
47713-259385,5,126
47713-259385,6,123
47713-259385,7,177
47713-259385,8,237
47713-259385,9,149
47713-259385,10,293
47713-259385,11,36
47713-259385,12,180
47713-259385,13,38
47713-259385,14,269
47713-259385,15,29
47713-259385,16,229
47713-259385,17,266
47713-259385,18,75
47713-259385,19,274
47713-259385,20,171
47713-259385,21,127
47713-259385,22,73
47713-259385,23,112
47713-259385,24,102
47713-259385,25,15
47713-259385,26,93
51613-278946,1,291
51613-278946,2,199
51613-278946,3,269
51613-278946,4,211
51613-278946,5,145
51613-278946,6,34
51613-278946,7,122
51613-278946,8,139
51613-278946,9,72
51613-278946,10,81
51613-278946,11,41
51613-278946,12,30
51613-278946,13,139
51613-278946,14,61
51613-278946,15,166
51613-278946,16,249
51613-278946,17,36
51613-278946,18,48
51613-278946,19,124
51613-278946,20,207
51613-278946,21,58
51613-278946,22,137
51613-278946,23,251
51613-278946,24,26
51613-278946,25,244
51613-278946,26,198
61529-296030,1,79
61529-296030,2,169
61529-296030,3,217
61529-296030,4,115
61529-296030,5,105
61529-296030,6,141
61529-296030,7,102
61529-296030,8,71
61529-296030,9,45
61529-296030,10,90
61529-296030,11,224
61529-296030,12,116
61529-296030,13,292
61529-296030,14,228
61529-296030,15,199
61529-296030,16,242
61529-296030,17,110
61529-296030,18,79
61529-296030,19,126
61529-296030,20,181
61529-296030,21,245
61529-296030,22,18
61529-296030,23,51
61529-296030,24,188
61529-296030,25,29
61529-296030,26,284
25741-242172,1,109
25741-242172,2,170
25741-242172,3,101
25741-242172,4,247
25741-242172,5,290
25741-242172,6,190
25741-242172,7,155
25741-242172,8,282
25741-242172,9,233
25741-242172,10,207
25741-242172,11,114
25741-242172,12,275
25741-242172,13,120
25741-242172,14,239
25741-242172,15,233
25741-242172,16,222
25741-242172,17,106
25741-242172,18,202
25741-242172,19,184
25741-242172,20,116
25741-242172,21,48
25741-242172,22,101
25741-242172,23,48
25741-242172,24,113
25741-242172,25,158
25741-242172,26,274
25740-242173,1,192
25740-242173,2,33
25740-242173,3,25
25740-242173,4,75
25740-242173,5,72
25740-242173,6,118
25740-242173,7,108
25740-242173,8,229
25740-242173,9,142
25740-242173,10,221
25740-242173,11,79
25740-242173,12,189
25740-242173,13,44
25740-242173,14,43
25740-242173,15,45
25740-242173,16,246
25740-242173,17,140
25740-242173,18,167
25740-242173,19,15
25740-242173,20,91
25740-242173,21,289
25740-242173,22,175
25740-242173,23,282
25740-242173,24,259
25740-242173,25,37
25740-242173,26,21
63086-297570,1,266
63086-297570,2,109
63086-297570,3,64
63086-297570,4,295
63086-297570,5,85
63086-297570,6,234
63086-297570,7,77
63086-297570,8,131
63086-297570,9,156
63086-297570,10,140
63086-297570,11,49
63086-297570,12,80
63086-297570,13,189
63086-297570,14,231
63086-297570,15,196
63086-297570,16,173
63086-297570,17,202
63086-297570,18,32
63086-297570,19,239
63086-297570,20,20
63086-297570,21,46
63086-297570,22,46
63086-297570,23,155
63086-297570,24,295
63086-297570,25,81
63086-297570,26,127
31878-124152,1,290
31878-124152,2,179
31878-124152,3,110
31878-124152,4,183
31878-124152,5,183
31878-124152,6,259
31878-124152,7,139
31878-124152,8,181
31878-124152,9,91
31878-124152,10,170
31878-124152,11,87
31878-124152,12,30
31878-124152,13,219
31878-124152,14,214
31878-124152,15,117
31878-124152,16,120
31878-124152,17,83
31878-124152,18,296
31878-124152,19,31
31878-124152,20,164
31878-124152,21,189
31878-124152,22,164
31878-124152,23,96
31878-124152,24,198
31878-124152,25,239
31878-124152,26,187
21262-204773,1,139
21262-204773,2,108
21262-204773,3,208
21262-204773,4,208
21262-204773,5,193
21262-204773,6,117
21262-204773,7,152
21262-204773,8,166
21262-204773,9,230
21262-204773,10,59
21262-204773,11,45
21262-204773,12,122
21262-204773,13,228
21262-204773,14,288
21262-204773,15,240
21262-204773,16,228
21262-204773,17,247
21262-204773,18,50
21262-204773,19,135
21262-204773,20,156
21262-204773,21,171
21262-204773,22,219
21262-204773,23,189
21262-204773,24,22
21262-204773,25,168
21262-204773,26,295
31909-124465,1,248
31909-124465,2,85
31909-124465,3,113
31909-124465,4,252
31909-124465,5,41
31909-124465,6,233
31909-124465,7,152
31909-124465,8,184
31909-124465,9,15
31909-124465,10,142
31909-124465,11,109
31909-124465,12,249
31909-124465,13,108
31909-124465,14,187
31909-124465,15,168
31909-124465,16,233
31909-124465,17,275
31909-124465,18,198
31909-124465,19,186
31909-124465,20,91
31909-124465,21,204
31909-124465,22,250
31909-124465,23,157
31909-124465,24,204
31909-124465,25,282
31909-124465,26,232
21832-215326,1,176
21832-215326,2,145
21832-215326,3,238
21832-215326,4,206
21832-215326,5,148
21832-215326,6,274
21832-215326,7,250
21832-215326,8,281
21832-215326,9,93
21832-215326,10,197
21832-215326,11,167
21832-215326,12,52
21832-215326,13,20
21832-215326,14,212
21832-215326,15,151
21832-215326,16,183
21832-215326,17,199
21832-215326,18,126
21832-215326,19,291
21832-215326,20,28
21832-215326,21,229
21832-215326,22,34
21832-215326,23,113
21832-215326,24,241
21832-215326,25,137
21832-215326,26,149
49285-267764,1,135
49285-267764,2,161
49285-267764,3,108
49285-267764,4,19
49285-267764,5,124
49285-267764,6,224
49285-267764,7,93
49285-267764,8,180
49285-267764,9,82
49285-267764,10,221
49285-267764,11,209
49285-267764,12,69
49285-267764,13,220
49285-267764,14,142
49285-267764,15,46
49285-267764,16,206
49285-267764,17,78
49285-267764,18,76
49285-267764,19,284
49285-267764,20,264
49285-267764,21,55
49285-267764,22,233
49285-267764,23,80
49285-267764,24,291
49285-267764,25,47
49285-267764,26,117
