id_branch,id_ingredient,quantity
57227-291278,23,254
57227-291278,24,199
57227-291278,25,120
57227-291278,26,28
19711-188452,1,83
19711-188452,2,106
19711-188452,3,195
19711-188452,4,150
19711-188452,5,185
19711-188452,6,187
19711-188452,7,243
19711-188452,8,61
19711-188452,9,143
19711-188452,10,60
19711-188452,11,187
19711-188452,12,61
19711-188452,13,76
19711-188452,14,158
19711-188452,15,76
19711-188452,16,257
19711-188452,17,159
19711-188452,18,189
19711-188452,19,17
19711-188452,20,218
19711-188452,21,137
19711-188452,22,295
19711-188452,23,146
19711-188452,24,263
19711-188452,25,27
19711-188452,26,259
20367-205084,1,189
20367-205084,2,73
20367-205084,3,285
20367-205084,4,81
20367-205084,5,189
20367-205084,6,255
20367-205084,7,45
20367-205084,8,183
20367-205084,9,146
20367-205084,10,278
20367-205084,11,291
20367-205084,12,242
20367-205084,13,101
20367-205084,14,201
20367-205084,15,60
20367-205084,16,233
20367-205084,17,217
20367-205084,18,262
20367-205084,19,242
20367-205084,20,297
20367-205084,21,88
20367-205084,22,167
20367-205084,23,111
20367-205084,24,263
20367-205084,25,243
20367-205084,26,122
31170-133731,1,72
31170-133731,2,81
31170-133731,3,106
31170-133731,4,136
31170-133731,5,181
31170-133731,6,79
31170-133731,7,189
31170-133731,8,109
31170-133731,9,101
31170-133731,10,133
31170-133731,11,252
31170-133731,12,121
31170-133731,13,103
31170-133731,14,49
31170-133731,15,71
31170-133731,16,130
31170-133731,17,44
31170-133731,18,74
31170-133731,19,181
31170-133731,20,114
31170-133731,21,38
31170-133731,22,155
31170-133731,23,111
31170-133731,24,269
31170-133731,25,194
31170-133731,26,160
29993-256326,1,260
29993-256326,2,192
29993-256326,3,259
29993-256326,4,277
29993-256326,5,86
29993-256326,6,61
29993-256326,7,208
29993-256326,8,132
29993-256326,9,288
29993-256326,10,192
29993-256326,11,62
29993-256326,12,40
29993-256326,13,201
29993-256326,14,121
29993-256326,15,210
29993-256326,16,190
29993-256326,17,113
29993-256326,18,193
29993-256326,19,63
29993-256326,20,16
29993-256326,21,210
29993-256326,22,46
29993-256326,23,258
29993-256326,24,283
29993-256326,25,212
29993-256326,26,21
30622-299178,1,123
30622-299178,2,243
30622-299178,3,133
30622-299178,4,238
30622-299178,5,188
30622-299178,6,31
30622-299178,7,267
30622-299178,8,36
30622-299178,9,158
30622-299178,10,47
30622-299178,11,268
30622-299178,12,224
30622-299178,13,212
30622-299178,14,194
30622-299178,15,144
30622-299178,16,192
30622-299178,17,258
30622-299178,18,255
30622-299178,19,158
30622-299178,20,72
30622-299178,21,192
30622-299178,22,246
30622-299178,23,38
30622-299178,24,171
30622-299178,25,138
30622-299178,26,106
16681-168584,1,24
16681-168584,2,257
16681-168584,3,85
16681-168584,4,137
16681-168584,5,276
16681-168584,6,143
16681-168584,7,52
16681-168584,8,132
16681-168584,9,52
16681-168584,10,80
16681-168584,11,154
16681-168584,12,18
16681-168584,13,33
16681-168584,14,179
16681-168584,15,57
16681-168584,16,275
16681-168584,17,69
16681-168584,18,141
16681-168584,19,54
16681-168584,20,287
16681-168584,21,111
16681-168584,22,217
16681-168584,23,44
16681-168584,24,271
16681-168584,25,269
16681-168584,26,272
26764-245184,1,31
26764-245184,2,188
26764-245184,3,236
26764-245184,4,207
26764-245184,5,96
26764-245184,6,150
26764-245184,7,93
26764-245184,8,144
26764-245184,9,157
26764-245184,10,193
26764-245184,11,148
26764-245184,12,207
26764-245184,13,120
26764-245184,14,289
26764-245184,15,86
26764-245184,16,274
26764-245184,17,105
26764-245184,18,38
26764-245184,19,202
26764-245184,20,201
26764-245184,21,96
26764-245184,22,292
26764-245184,23,263
26764-245184,24,283
26764-245184,25,173
26764-245184,26,144
28840-251144,1,45
28840-251144,2,18
28840-251144,3,290
28840-251144,4,288
28840-251144,5,289
28840-251144,6,145
28840-251144,7,155
28840-251144,8,195
28840-251144,9,151
28840-251144,10,244
28840-251144,11,164
28840-251144,12,104
28840-251144,13,262
28840-251144,14,94
28840-251144,15,151
28840-251144,16,83
28840-251144,17,240
28840-251144,18,143
28840-251144,19,271
28840-251144,20,76
28840-251144,21,39
28840-251144,22,292
28840-251144,23,19
28840-251144,24,169
28840-251144,25,195
28840-251144,26,109
59694-293962,1,291
59694-293962,2,104
59694-293962,3,168
59694-293962,4,100
59694-293962,5,143
59694-293962,6,95
59694-293962,7,229
59694-293962,8,274
59694-293962,9,90
59694-293962,10,150
59694-293962,11,220
59694-293962,12,135
59694-293962,13,199
59694-293962,14,297
59694-293962,15,218
59694-293962,16,193
59694-293962,17,295
59694-293962,18,26
59694-293962,19,278
59694-293962,20,292
59694-293962,21,165
59694-293962,22,179
59694-293962,23,140
59694-293962,24,94
59694-293962,25,102
59694-293962,26,43
66085-300541,1,205
66085-300541,2,176
66085-300541,3,88
66085-300541,4,150
66085-300541,5,87
66085-300541,6,172
66085-300541,7,99
66085-300541,8,167
66085-300541,9,44
66085-300541,10,26
66085-300541,11,33
66085-300541,12,173
66085-300541,13,257
66085-300541,14,287
66085-300541,15,136
66085-300541,16,146
66085-300541,17,81
66085-300541,18,256
66085-300541,19,239
66085-300541,20,72
66085-300541,21,95
66085-300541,22,100
66085-300541,23,48
66085-300541,24,66
66085-300541,25,267
66085-300541,26,150
2046-141768,1,243
2046-141768,2,251
2046-141768,3,186
2046-141768,4,284
2046-141768,5,68
2046-141768,6,101
2046-141768,7,231
2046-141768,8,123
2046-141768,9,65
2046-141768,10,217
2046-141768,11,174
2046-141768,12,288
2046-141768,13,236
2046-141768,14,135
2046-141768,15,294
2046-141768,16,143
2046-141768,17,226
2046-141768,18,206
2046-141768,19,235
2046-141768,20,180
2046-141768,21,33
2046-141768,22,297
2046-141768,23,245
2046-141768,24,58
2046-141768,25,137
2046-141768,26,121
17707-182486,1,181
17707-182486,2,102
17707-182486,3,202
17707-182486,4,80
17707-182486,5,105
17707-182486,6,241
17707-182486,7,20
17707-182486,8,131
17707-182486,9,236
17707-182486,10,89
17707-182486,11,113
17707-182486,12,21
17707-182486,13,121
17707-182486,14,200
17707-182486,15,261
17707-182486,16,243
17707-182486,17,112
17707-182486,18,116
17707-182486,19,266
17707-182486,20,163
17707-182486,21,237
17707-182486,22,187
17707-182486,23,205
17707-182486,24,167
17707-182486,25,238
17707-182486,26,274
29995-256329,1,70
29995-256329,2,45
29995-256329,3,264
29995-256329,4,134
29995-256329,5,230
29995-256329,6,160
29995-256329,7,138
29995-256329,8,258
29995-256329,9,121
29995-256329,10,28
29995-256329,11,70
29995-256329,12,67
29995-256329,13,211
29995-256329,14,299
29995-256329,15,214
29995-256329,16,69
29995-256329,17,106
29995-256329,18,231
29995-256329,19,181
29995-256329,20,24
29995-256329,21,134
29995-256329,22,294
29995-256329,23,202
29995-256329,24,174
29995-256329,25,48
29995-256329,26,250
64890-299121,1,277
64890-299121,2,300
64890-299121,3,68
64890-299121,4,261
64890-299121,5,96
64890-299121,6,109
64890-299121,7,114
64890-299121,8,75
64890-299121,9,155
64890-299121,10,117
64890-299121,11,277
64890-299121,12,31
64890-299121,13,274
64890-299121,14,183
64890-299121,15,210
64890-299121,16,100
64890-299121,17,134
64890-299121,18,106
64890-299121,19,35
64890-299121,20,100
64890-299121,21,144
64890-299121,22,248
64890-299121,23,117
64890-299121,24,117
64890-299121,25,250
64890-299121,26,63
32102-130344,1,285
32102-130344,2,158
32102-130344,3,175
32102-130344,4,142
32102-130344,5,20
32102-130344,6,133
32102-130344,7,52
32102-130344,8,164
32102-130344,9,285
32102-130344,10,270
32102-130344,11,45
32102-130344,12,200
32102-130344,13,213
32102-130344,14,235
32102-130344,15,56
32102-130344,16,230
32102-130344,17,292
32102-130344,18,54
32102-130344,19,206
32102-130344,20,20
32102-130344,21,298
32102-130344,22,154
32102-130344,23,150
32102-130344,24,170
32102-130344,25,295
32102-130344,26,119
29996-256330,1,148
29996-256330,2,121
29996-256330,3,19
29996-256330,4,159
29996-256330,5,295
29996-256330,6,283
29996-256330,7,119
29996-256330,8,165
29996-256330,9,55
29996-256330,10,290
29996-256330,11,252
29996-256330,12,116
29996-256330,13,66
29996-256330,14,73
29996-256330,15,293
29996-256330,16,255
29996-256330,17,164
29996-256330,18,86
29996-256330,19,188
29996-256330,20,278
29996-256330,21,206
29996-256330,22,285
29996-256330,23,59
29996-256330,24,168
29996-256330,25,74
29996-256330,26,19
