id_branch,id_ingredient,quantity
33724-54539,8,133
33724-54539,9,243
33724-54539,10,68
33724-54539,11,90
33724-54539,12,284
33724-54539,13,71
33724-54539,14,96
33724-54539,15,58
33724-54539,16,179
33724-54539,17,19
33724-54539,18,268
33724-54539,19,221
33724-54539,20,50
33724-54539,21,166
33724-54539,22,171
33724-54539,23,297
33724-54539,24,192
33724-54539,25,58
33724-54539,26,230
17561-183072,1,161
17561-183072,2,296
17561-183072,3,70
17561-183072,4,71
17561-183072,5,222
17561-183072,6,161
17561-183072,7,18
17561-183072,8,195
17561-183072,9,173
17561-183072,10,177
17561-183072,11,100
17561-183072,12,105
17561-183072,13,56
17561-183072,14,246
17561-183072,15,228
17561-183072,16,173
17561-183072,17,29
17561-183072,18,289
17561-183072,19,215
17561-183072,20,118
17561-183072,21,208
17561-183072,22,266
17561-183072,23,36
17561-183072,24,200
17561-183072,25,196
17561-183072,26,166
49375-268164,1,70
49375-268164,2,86
49375-268164,3,87
49375-268164,4,200
49375-268164,5,169
49375-268164,6,184
49375-268164,7,179
49375-268164,8,190
49375-268164,9,74
49375-268164,10,149
49375-268164,11,257
49375-268164,12,119
49375-268164,13,81
49375-268164,14,122
49375-268164,15,91
49375-268164,16,124
49375-268164,17,296
49375-268164,18,23
49375-268164,19,130
49375-268164,20,282
49375-268164,21,113
49375-268164,22,148
49375-268164,23,261
49375-268164,24,115
49375-268164,25,100
49375-268164,26,92
19218-294354,1,100
19218-294354,2,26
19218-294354,3,278
19218-294354,4,94
19218-294354,5,38
19218-294354,6,189
19218-294354,7,217
19218-294354,8,80
19218-294354,9,76
19218-294354,10,113
19218-294354,11,107
19218-294354,12,269
19218-294354,13,69
19218-294354,14,171
19218-294354,15,109
19218-294354,16,279
19218-294354,17,131
19218-294354,18,23
19218-294354,19,28
19218-294354,20,121
19218-294354,21,237
19218-294354,22,135
19218-294354,23,227
19218-294354,24,145
19218-294354,25,201
19218-294354,26,286
33714-23207,1,213
33714-23207,2,126
33714-23207,3,258
33714-23207,4,86
33714-23207,5,108
33714-23207,6,157
33714-23207,7,250
33714-23207,8,188
33714-23207,9,260
33714-23207,10,239
33714-23207,11,244
33714-23207,12,139
33714-23207,13,74
33714-23207,14,271
33714-23207,15,233
33714-23207,16,298
33714-23207,17,191
33714-23207,18,255
33714-23207,19,22
33714-23207,20,108
33714-23207,21,232
33714-23207,22,170
33714-23207,23,60
33714-23207,24,142
33714-23207,25,108
33714-23207,26,207
56131-290068,1,213
56131-290068,2,48
56131-290068,3,43
56131-290068,4,275
56131-290068,5,295
56131-290068,6,167
56131-290068,7,177
56131-290068,8,227
56131-290068,9,273
56131-290068,10,242
56131-290068,11,86
56131-290068,12,34
56131-290068,13,73
56131-290068,14,46
56131-290068,15,134
56131-290068,16,283
56131-290068,17,251
56131-290068,18,118
56131-290068,19,202
56131-290068,20,48
56131-290068,21,150
56131-290068,22,28
56131-290068,23,274
56131-290068,24,78
56131-290068,25,188
56131-290068,26,267
65471-299861,1,117
65471-299861,2,34
65471-299861,3,60
65471-299861,4,231
65471-299861,5,66
65471-299861,6,65
65471-299861,7,130
65471-299861,8,287
65471-299861,9,195
65471-299861,10,133
65471-299861,11,24
65471-299861,12,87
65471-299861,13,166
65471-299861,14,199
65471-299861,15,83
65471-299861,16,36
65471-299861,17,278
65471-299861,18,32
65471-299861,19,166
65471-299861,20,74
65471-299861,21,100
65471-299861,22,156
65471-299861,23,291
65471-299861,24,277
65471-299861,25,79
65471-299861,26,195
24234-234344,1,154
24234-234344,2,49
24234-234344,3,178
24234-234344,4,76
24234-234344,5,15
24234-234344,6,52
24234-234344,7,272
24234-234344,8,37
24234-234344,9,150
24234-234344,10,15
24234-234344,11,262
24234-234344,12,147
24234-234344,13,47
24234-234344,14,139
24234-234344,15,190
24234-234344,16,169
24234-234344,17,108
24234-234344,18,143
24234-234344,19,148
24234-234344,20,82
24234-234344,21,189
24234-234344,22,268
24234-234344,23,107
24234-234344,24,46
24234-234344,25,100
24234-234344,26,181
24147-236047,1,107
24147-236047,2,101
24147-236047,3,203
24147-236047,4,232
24147-236047,5,277
24147-236047,6,187
24147-236047,7,242
24147-236047,8,212
24147-236047,9,102
24147-236047,10,290
24147-236047,11,182
24147-236047,12,294
24147-236047,13,79
24147-236047,14,116
24147-236047,15,241
24147-236047,16,171
24147-236047,17,34
24147-236047,18,169
24147-236047,19,283
24147-236047,20,228
24147-236047,21,102
24147-236047,22,81
24147-236047,23,252
24147-236047,24,195
24147-236047,25,21
24147-236047,26,94
27424-247528,1,235
27424-247528,2,111
27424-247528,3,228
27424-247528,4,292
27424-247528,5,251
27424-247528,6,246
27424-247528,7,297
27424-247528,8,101
27424-247528,9,223
27424-247528,10,189
27424-247528,11,294
27424-247528,12,227
27424-247528,13,141
27424-247528,14,99
27424-247528,15,111
27424-247528,16,37
27424-247528,17,22
27424-247528,18,197
27424-247528,19,131
27424-247528,20,144
27424-247528,21,143
27424-247528,22,59
27424-247528,23,172
27424-247528,24,284
27424-247528,25,45
27424-247528,26,243
33753-97640,1,42
33753-97640,2,123
33753-97640,3,278
33753-97640,4,222
33753-97640,5,299
33753-97640,6,19
33753-97640,7,236
33753-97640,8,78
33753-97640,9,225
33753-97640,10,19
33753-97640,11,54
33753-97640,12,95
33753-97640,13,41
33753-97640,14,204
33753-97640,15,239
33753-97640,16,254
33753-97640,17,203
33753-97640,18,134
33753-97640,19,172
33753-97640,20,211
33753-97640,21,40
33753-97640,22,200
33753-97640,23,290
33753-97640,24,206
33753-97640,25,95
33753-97640,26,48
9198-152606,1,197
9198-152606,2,23
9198-152606,3,98
9198-152606,4,61
9198-152606,5,44
9198-152606,6,100
9198-152606,7,128
9198-152606,8,248
9198-152606,9,237
9198-152606,10,81
9198-152606,11,275
9198-152606,12,118
9198-152606,13,141
9198-152606,14,91
9198-152606,15,117
9198-152606,16,186
9198-152606,17,272
9198-152606,18,235
9198-152606,19,109
9198-152606,20,152
9198-152606,21,91
9198-152606,22,176
9198-152606,23,282
9198-152606,24,44
9198-152606,25,230
9198-152606,26,192
23755-233148,1,61
23755-233148,2,294
23755-233148,3,235
23755-233148,4,233
23755-233148,5,293
23755-233148,6,178
23755-233148,7,214
23755-233148,8,155
23755-233148,9,126
23755-233148,10,262
23755-233148,11,270
23755-233148,12,74
23755-233148,13,270
23755-233148,14,56
23755-233148,15,188
23755-233148,16,240
23755-233148,17,194
23755-233148,18,198
23755-233148,19,191
23755-233148,20,172
23755-233148,21,281
23755-233148,22,81
23755-233148,23,108
23755-233148,24,144
23755-233148,25,148
23755-233148,26,235
33762-100218,1,55
33762-100218,2,154
33762-100218,3,274
33762-100218,4,185
33762-100218,5,180
33762-100218,6,263
33762-100218,7,80
33762-100218,8,36
33762-100218,9,235
33762-100218,10,242
33762-100218,11,117
33762-100218,12,115
33762-100218,13,229
33762-100218,14,81
33762-100218,15,288
33762-100218,16,17
33762-100218,17,118
33762-100218,18,69
33762-100218,19,298
33762-100218,20,185
33762-100218,21,139
33762-100218,22,231
33762-100218,23,117
33762-100218,24,191
33762-100218,25,63
33762-100218,26,161
49440-268886,1,293
49440-268886,2,158
49440-268886,3,74
49440-268886,4,48
49440-268886,5,259
49440-268886,6,234
49440-268886,7,48
49440-268886,8,39
49440-268886,9,98
49440-268886,10,228
49440-268886,11,284
49440-268886,12,37
49440-268886,13,227
49440-268886,14,282
49440-268886,15,117
49440-268886,16,109
49440-268886,17,137
49440-268886,18,139
49440-268886,19,160
49440-268886,20,117
49440-268886,21,251
49440-268886,22,80
49440-268886,23,171
49440-268886,24,291
49440-268886,25,177
49440-268886,26,84
33710-13646,1,35
33710-13646,2,55
33710-13646,3,278
33710-13646,4,251
33710-13646,5,59
33710-13646,6,28
33710-13646,7,138
33710-13646,8,111
33710-13646,9,72
33710-13646,10,200
33710-13646,11,207
33710-13646,12,216
33710-13646,13,251
33710-13646,14,62
33710-13646,15,291
33710-13646,16,179
33710-13646,17,193
33710-13646,18,100
33710-13646,19,261
33710-13646,20,50
33710-13646,21,208
33710-13646,22,42
33710-13646,23,223
33710-13646,24,208
33710-13646,25,229
33710-13646,26,138
26228-243927,1,207
26228-243927,2,44
26228-243927,3,158
26228-243927,4,198
26228-243927,5,154
26228-243927,6,208
26228-243927,7,206
26228-243927,8,110
26228-243927,9,94
26228-243927,10,162
26228-243927,11,28
26228-243927,12,35
26228-243927,13,99
26228-243927,14,24
26228-243927,15,18
26228-243927,16,59
26228-243927,17,104
26228-243927,18,89
26228-243927,19,146
26228-243927,20,27
26228-243927,21,138
26228-243927,22,57
26228-243927,23,35
26228-243927,24,34
26228-243927,25,146
26228-243927,26,258
27571-239306,1,85
27571-239306,2,188
27571-239306,3,187
27571-239306,4,85
27571-239306,5,211
27571-239306,6,237
27571-239306,7,145
27571-239306,8,117
27571-239306,9,17
27571-239306,10,89
27571-239306,11,181
27571-239306,12,192
27571-239306,13,251
27571-239306,14,50
27571-239306,15,102
27571-239306,16,17
27571-239306,17,53
27571-239306,18,210
27571-239306,19,90
27571-239306,20,282
27571-239306,21,143
27571-239306,22,275
27571-239306,23,133
27571-239306,24,26
27571-239306,25,218
27571-239306,26,137
26019-243024,1,73
26019-243024,2,189
26019-243024,3,219
26019-243024,4,203
26019-243024,5,146
26019-243024,6,222
26019-243024,7,45
26019-243024,8,205
26019-243024,9,300
26019-243024,10,46
26019-243024,11,174
26019-243024,12,210
26019-243024,13,62
26019-243024,14,221
26019-243024,15,95
26019-243024,16,230
26019-243024,17,28
26019-243024,18,149
26019-243024,19,39
26019-243024,20,243
26019-243024,21,188
26019-243024,22,148
26019-243024,23,81
26019-243024,24,270
26019-243024,25,209
26019-243024,26,113
31071-103785,1,273
31071-103785,2,141
31071-103785,3,289
31071-103785,4,53
31071-103785,5,26
31071-103785,6,68
31071-103785,7,29
31071-103785,8,212
31071-103785,9,288
31071-103785,10,121
31071-103785,11,193
31071-103785,12,224
31071-103785,13,170
31071-103785,14,183
31071-103785,15,80
31071-103785,16,268
31071-103785,17,58
31071-103785,18,20
31071-103785,19,75
31071-103785,20,86
31071-103785,21,251
31071-103785,22,120
31071-103785,23,106
31071-103785,24,132
31071-103785,25,246
31071-103785,26,89
51671-278945,1,269
51671-278945,2,293
51671-278945,3,24
51671-278945,4,73
51671-278945,5,101
51671-278945,6,133
51671-278945,7,195
51671-278945,8,241
51671-278945,9,107
51671-278945,10,24
51671-278945,11,55
51671-278945,12,109
51671-278945,13,103
51671-278945,14,161
51671-278945,15,241
51671-278945,16,219
51671-278945,17,219
51671-278945,18,37
51671-278945,19,71
51671-278945,20,252
51671-278945,21,70
51671-278945,22,254
51671-278945,23,17
51671-278945,24,130
51671-278945,25,240
51671-278945,26,71
57188-291257,1,29
57188-291257,2,203
57188-291257,3,225
57188-291257,4,90
57188-291257,5,176
57188-291257,6,49
57188-291257,7,230
57188-291257,8,101
57188-291257,9,215
57188-291257,10,235
57188-291257,11,36
57188-291257,12,282
57188-291257,13,102
57188-291257,14,158
57188-291257,15,288
57188-291257,16,119
57188-291257,17,232
57188-291257,18,206
57188-291257,19,57
57188-291257,20,58
57188-291257,21,24
57188-291257,22,262
57188-291257,23,174
57188-291257,24,56
57188-291257,25,269
57188-291257,26,217
51674-278924,1,94
51674-278924,2,192
51674-278924,3,104
51674-278924,4,38
51674-278924,5,104
51674-278924,6,108
51674-278924,7,262
51674-278924,8,175
51674-278924,9,20
51674-278924,10,245
51674-278924,11,289
51674-278924,12,51
51674-278924,13,62
51674-278924,14,43
51674-278924,15,102
51674-278924,16,244
51674-278924,17,110
51674-278924,18,123
51674-278924,19,32
51674-278924,20,200
51674-278924,21,221
51674-278924,22,66
51674-278924,23,92
51674-278924,24,159
51674-278924,25,215
51674-278924,26,148
56493-290439,1,27
56493-290439,2,140
56493-290439,3,22
56493-290439,4,103
56493-290439,5,203
56493-290439,6,113
56493-290439,7,92
56493-290439,8,35
56493-290439,9,141
56493-290439,10,21
56493-290439,11,100
56493-290439,12,144
56493-290439,13,161
56493-290439,14,55
56493-290439,15,251
56493-290439,16,43
56493-290439,17,117
56493-290439,18,228
56493-290439,19,250
56493-290439,20,184
56493-290439,21,202
56493-290439,22,190
56493-290439,23,194
56493-290439,24,217
56493-290439,25,216
56493-290439,26,261
54131-286391,1,279
54131-286391,2,77
54131-286391,3,72
54131-286391,4,177
54131-286391,5,146
54131-286391,6,279
54131-286391,7,16
54131-286391,8,119
54131-286391,9,298
54131-286391,10,296
54131-286391,11,74
54131-286391,12,126
54131-286391,13,299
54131-286391,14,198
54131-286391,15,274
54131-286391,16,209
54131-286391,17,186
54131-286391,18,221
54131-286391,19,216
54131-286391,20,225
54131-286391,21,115
54131-286391,22,149
54131-286391,23,241
54131-286391,24,287
54131-286391,25,57
54131-286391,26,45
53383-285565,1,114
53383-285565,2,174
53383-285565,3,149
53383-285565,4,53
53383-285565,5,28
53383-285565,6,241
53383-285565,7,35
53383-285565,8,178
53383-285565,9,189
53383-285565,10,19
53383-285565,11,285
53383-285565,12,279
53383-285565,13,209
53383-285565,14,109
53383-285565,15,262
53383-285565,16,147
53383-285565,17,151
53383-285565,18,289
53383-285565,19,295
53383-285565,20,96
53383-285565,21,132
53383-285565,22,170
53383-285565,23,38
53383-285565,24,297
53383-285565,25,81
53383-285565,26,55
16866-169626,1,126
16866-169626,2,134
16866-169626,3,203
16866-169626,4,189
16866-169626,5,70
16866-169626,6,194
16866-169626,7,137
16866-169626,8,236
16866-169626,9,70
16866-169626,10,239
16866-169626,11,115
16866-169626,12,269
16866-169626,13,217
16866-169626,14,93
16866-169626,15,176
16866-169626,16,111
16866-169626,17,292
16866-169626,18,92
16866-169626,19,48
16866-169626,20,162
16866-169626,21,222
16866-169626,22,52
16866-169626,23,297
16866-169626,24,150
16866-169626,25,259
16866-169626,26,181
63997-298702,1,202
63997-298702,2,254
63997-298702,3,133
63997-298702,4,272
63997-298702,5,212
63997-298702,6,217
63997-298702,7,210
63997-298702,8,172
63997-298702,9,239
63997-298702,10,265
63997-298702,11,239
63997-298702,12,181
63997-298702,13,52
63997-298702,14,246
63997-298702,15,173
63997-298702,16,293
63997-298702,17,99
63997-298702,18,95
63997-298702,19,100
63997-298702,20,147
63997-298702,21,156
63997-298702,22,239
63997-298702,23,257
63997-298702,24,122
63997-298702,25,118
63997-298702,26,284
59295-293528,1,168
59295-293528,2,46
59295-293528,3,280
59295-293528,4,163
59295-293528,5,270
59295-293528,6,29
59295-293528,7,285
59295-293528,8,104
59295-293528,9,221
59295-293528,10,249
59295-293528,11,67
59295-293528,12,57
59295-293528,13,167
59295-293528,14,119
59295-293528,15,52
59295-293528,16,251
59295-293528,17,247
59295-293528,18,245
59295-293528,19,179
59295-293528,20,179
59295-293528,21,50
59295-293528,22,298
59295-293528,23,45
59295-293528,24,150
59295-293528,25,267
59295-293528,26,166
